title,summary,genre,attendance,year
Eaten Alive (Mangiati Vivi),"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Adventure|Horror,68341,2006-04-20
"Great Bank Hoax, The",Nullam molestie nibh in lectus. Pellentesque at nulla.,Comedy|Crime,24213,2007-06-05
Ju-on: Black Ghost,Nulla ut erat id mauris vulputate elementum. Nullam varius.,Horror,59915,2013-03-18
Leap of Faith,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Comedy|Drama,82799,1995-10-25
Caddyshack,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,Comedy,42230,2005-07-28
"Monster Walks, The",Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Horror,23661,2021-11-22
No Name on the Bullet,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Western,19721,2017-08-02
Unprecedented: The 2000 Presidential Election,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Documentary,79597,2017-07-26
Winnie the Pooh and a Day for Eeyore,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Animation|Children,14360,1993-04-21
"You, the Living (Du levande)",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,Comedy|Drama|Musical,92518,1993-03-12
Family Secrets (Familjehemligheter),Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Drama,25801,2000-07-14
Sansa,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Drama,33030,2018-12-06
After the Fox (Caccia alla volpe),Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Comedy|Crime,34356,2015-04-14
Neurons to Nirvana,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Documentary,56912,2005-08-26
"Shepherd: Border Patrol, The",Quisque ut erat. Curabitur gravida nisi at nibh.,Action|Crime|Thriller,64647,1997-05-27
"Henry IV, Part I (First Part of King Henry the Fourth, with the Life and Death of Henry Surnamed Hotspur, The)","Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Drama,37918,2006-05-27
48 Shades,Integer ac neque. Duis bibendum.,Comedy|Drama,53293,2016-05-27
United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi),In congue. Etiam justo.,Drama,9420,2004-07-14
Two English Girls (Les deux anglaises et le continent),"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Drama|Romance,36283,1998-10-18
Parallel Sons,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Drama|Romance,76209,2019-02-18
Schooled: The Price of College Sports ,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Documentary,85176,1994-02-22
"Quest, The",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Adventure|Children|Drama,15303,1997-11-07
"Silences of the Palace, The (Saimt el Qusur)","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Drama,31825,2003-06-13
Down Periscope,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Comedy,12973,2022-03-27
"Taste of Others, The (Le goût des autres)","Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Comedy|Drama|Romance,36097,2000-10-16
Italianamerican,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Documentary,40814,1994-09-21
Root of All Evil?,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,Documentary,77452,1990-08-18
Blonde Crazy,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Comedy|Crime|Drama|Romance,63047,1991-09-26
"Crazy, Stupid, Love.",Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Comedy|Drama|Romance,54480,2017-08-28
State Property 2,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Action|Crime|Drama,81576,2012-12-07
Andrew Dice Clay: Indestructible,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Comedy,51100,2005-07-28
Bloodfist,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Action,45770,2015-01-02
"Welcome Back, Mr. McDonald (Rajio no jikan)","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Comedy,42504,1993-06-07
Hot Shots!,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Action|Comedy|Romance|War,59545,2020-08-18
Deep Water,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Documentary,1547,2012-01-20
Tribulation,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Drama|Sci-Fi|Thriller,64104,2015-07-21
Zig Zag,Integer a nibh. In quis justo.,Drama|Thriller,80269,2020-06-12
Bronson,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,Action|Comedy|Drama|Thriller,98468,2018-01-18
Cabaret,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Drama|Musical,63562,1997-08-04
Clash by Night,Proin at turpis a pede posuere nonummy. Integer non velit.,Drama|Film-Noir,55452,1996-07-08
Easy Money,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Comedy,25671,1996-08-21
"Reuben, Reuben","Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Comedy|Drama|Romance,47593,1994-10-20
Judgment Night,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Action|Crime|Thriller,23324,2011-02-11
Dreams (Kvinnodröm),Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Drama,64430,1998-03-16
This Thing With Sarah,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Comedy|Drama|Romance,72327,1998-02-04
Saints and Soldiers: Airborne Creed,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Action|Drama|War,14586,2016-04-04
Upside Down,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,Drama|Romance|Sci-Fi,19255,2019-09-19
"Evening with Kevin Smith, An",Suspendisse potenti. Nullam porttitor lacus at turpis.,Comedy|Documentary,23590,1996-08-07
Daddy Long Legs,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",Comedy|Drama,58549,2010-05-07
"Disappearance of Eleanor Rigby: Them, The",Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Drama,3777,2021-12-31
Ladder 49,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,Action|Drama|Thriller,94063,2006-10-31
"Human Condition III, The (Ningen no joken III)",Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Drama|War,12259,2013-11-27
Backwood Philosopher (Havukka-ahon ajattelija),"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Comedy|Drama,29534,2008-06-07
Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone),"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",Drama|Romance,39295,2005-12-07
"Dinner Game, The (Dîner de cons, Le)",Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Comedy,15200,2000-10-09
Touching the Void,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",Adventure|Documentary,47776,2008-03-03
Quatermass 2 (Enemy from Space),Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Sci-Fi|Thriller,94152,1995-08-05
Toy Soldiers,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",Action|Drama,97105,2002-07-22
Mondo Hollywood,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Documentary,31602,2007-02-11
Will Ferrell: You're Welcome America - A Final Night with George W Bush,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy,53188,1994-06-14
Fingers at the Window,Morbi a ipsum. Integer a nibh. In quis justo.,Drama|Film-Noir|Mystery,29538,2020-03-12
Three Strangers,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Crime|Drama,87349,2009-10-30
O,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Drama,56837,2007-05-08
"Bourne Supremacy, The","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Action|Crime|Thriller,99549,2008-07-19
School Ties,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Drama,4940,1993-08-25
Castle of Blood,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Horror,34160,2010-01-22
7 Seconds,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Action|Crime|Thriller,47346,2007-09-17
Tu£sday,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",Action|Crime|Mystery|Thriller,69615,2012-03-10
SubUrbia,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Comedy|Drama,94459,2022-01-18
"Awful Dr. Orlof, The (Gritos en la Noche)","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Horror|Thriller,35277,2019-07-25
Fish Story (Fisshu sutôrî),In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Comedy,38141,2017-04-13
Bear with Me,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Adventure,45447,2014-11-22
Together (Tillsammans),In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Comedy|Drama|Romance,95622,2014-05-31
Decoys,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,Comedy|Horror|Sci-Fi,20663,1993-09-08
Double Confession,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Crime|Drama,50819,2021-09-13
"Merchant of Venice, The","Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Comedy|Drama,55873,2006-04-07
Harry and Tonto,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",Comedy|Drama,76020,2011-02-24
April Captains (Capitães de Abril),"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Drama,67622,2007-04-14
"Lie, The","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Drama,59624,2000-01-31
Sleepless Night (Nuit blanche),Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Action|Crime|Thriller,19644,2020-06-28
Windstruck (Nae yeojachingureul sogae habnida),"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Comedy|Crime|Drama,25033,2020-02-21
"Good Mother, The",Sed accumsan felis. Ut at dolor quis odio consequat varius.,Drama,5508,2002-11-09
"Last Hard Men, The","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Western,21057,1997-07-12
Saving Lincoln,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",Drama,71452,1999-08-09
"Accidental Tourist, The",Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Comedy|Drama|Romance,24465,2003-10-03
33 Postcards,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,Drama,77811,2010-06-12
Lone Wolf and Cub: Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô),"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Action|Drama|Thriller,89460,1992-09-24
Athena,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Comedy|Musical|Romance,75722,2019-01-13
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Documentary,47288,2002-08-02
Fired Up,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Comedy,52193,2008-12-11
Bonsái,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drama,38596,1999-10-03
Serial (Bad) Weddings (Qu'est-ce Qu'on An Fit Au Bon Dieu?),Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Comedy|Romance,12797,1998-03-08
Oliver Twist,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Adventure|Crime|Drama,15176,2020-09-30
Chain Lightning,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Action|Drama,65853,2006-10-30
Al-risâlah,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,Adventure|Drama|War,8079,2008-10-02
Barbie: A Perfect Christmas,Nulla ut erat id mauris vulputate elementum. Nullam varius.,Animation|Children,48265,1994-01-14
Number Two (Numéro deux),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Drama,34290,1997-03-10
Love and Pain and the Whole Damn Thing,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,Comedy|Drama,99404,1995-01-05
The Girl in a Swing,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Drama|Romance,31158,2008-04-24
Penthouse North,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Drama|Mystery|Thriller,70760,2001-08-24
Her,Aenean lectus. Pellentesque eget nunc.,Drama|Romance|Sci-Fi,49896,2013-09-08
"Informers, The","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Crime|Drama|Thriller,24628,1995-10-14
Brain Damage,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",Comedy|Horror,58088,2008-09-25
Côte d'Azur (Crustacés et coquillages),"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",Comedy|Musical|Romance,61608,1998-08-31
Space Battleship Yamato,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Action|Adventure|Drama,80753,2014-11-29
"Human Condition I, The (Ningen no joken I)",In hac habitasse platea dictumst. Etiam faucibus cursus urna.,Drama|War,17732,1998-02-05
"District, The (Nyócker!)",Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Animation|Comedy,41855,1991-06-30
Shakespeare's Globe: Henry V,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,Drama,46241,2021-12-22
Mindwarp,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Horror|Sci-Fi|Thriller,20087,2011-04-22
Original Gangstas,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Crime,21610,2000-11-16
Off the Charts: The Song-Poem Story,Morbi a ipsum. Integer a nibh.,Documentary,54517,2015-08-10
Pirates,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Adventure|Comedy,21178,1990-10-08
Walk All Over Me,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Comedy|Crime|Drama,91367,1998-04-26
Comanche Territory (Territorio comanche),Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Drama|War,53452,2019-03-08
Because You're Mine,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Comedy|Musical,61884,2002-10-17
Closed Curtain,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",(no genres listed),35961,2007-04-28
Goemon,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Action|Drama,56345,1993-11-20
